subj,RT,cond,type,confresponse 
111,0.9872000217437744,words,2,1
111,0.3302000164985657,words,1,3
111,0.6007999777793884,words,2,3
111,0.3889999985694885,words,1,3
111,0.4722000062465668,words,1,2
111,0.6098999977111816,words,1,3
111,0.4348999857902527,words,1,2
111,0.6310999989509583,words,2,3
111,1.2795000076293945,words,2,2
111,0.8955000042915344,words,2,3
111,1.0753000974655151,words,1,1
111,0.3686000108718872,words,1,3
111,0.7443000078201294,words,1,2
111,1.0379999876022339,words,1,3
111,0.47519999742507935,words,2,1
111,0.5913000106811523,words,1,3
111,3.1558001041412354,words,1,3
111,3.5671000480651855,words,1,2
111,4.23520040512085,words,2,2
111,1.1341999769210815,words,2,3
111,0.6632999777793884,words,1,2
111,0.33560001850128174,words,2,1
111,0.5135999917984009,words,2,3
111,1.2141999006271362,words,1,1
111,2.2208001613616943,words,1,3
111,1.164099931716919,words,1,1
111,1.276300072669983,words,1,3
111,0.5544999837875366,words,2,1
111,1.1715999841690063,words,2,3
111,1.184000015258789,words,2,1
111,1.2657999992370605,faces,2,2
111,0.7724999785423279,faces,1,3
111,0.8647000193595886,faces,1,2
111,1.7490999698638916,faces,2,3
111,0.8750999569892883,faces,1,2
111,4.286799907684326,faces,2,2
111,0.3174000084400177,faces,2,3
111,0.3610000014305115,faces,1,2
111,2.3201000690460205,faces,2,1
111,0.4187000095844269,faces,2,3
111,nan,faces,1,99
111,4.38730001449585,faces,2,1
111,1.9221999645233154,faces,2,3
111,2.173099994659424,faces,2,2
111,7.814899921417236,faces,2,3
111,0.6490999460220337,faces,1,2
111,4.5513997077941895,faces,2,3
111,1.8583000898361206,faces,2,2
111,5.285999774932861,faces,2,2
111,1.7466000318527222,faces,1,2
111,0.44279998540878296,faces,1,3
111,0.6194999814033508,faces,1,2
111,2.6141998767852783,faces,1,3
111,1.1876999139785767,faces,2,2
111,1.6503000259399414,faces,2,2
111,0.7315999865531921,faces,2,3
111,1.4515000581741333,faces,1,2
111,1.8594000339508057,faces,1,3
111,0.9412000179290771,faces,1,2
111,0.703499972820282,faces,1,3
111,1.0383000373840332,faces,2,2
111,2.0945000648498535,faces,1,3
111,1.107100009918213,faces,2,2
111,1.8878999948501587,faces,1,2
111,0.5389999747276306,faces,2,3
111,0.9154000282287598,faces,1,2
111,0.5480999946594238,faces,2,3
111,0.5257999897003174,faces,2,2
111,0.45890000462532043,faces,1,3
111,0.5647000074386597,faces,2,2
111,0.5139999985694885,faces,1,3
111,0.5840999484062195,faces,1,2
111,0.5031999945640564,faces,2,3
111,0.6694000363349915,faces,1,2
111,0.47689998149871826,faces,1,3
111,0.5612000226974487,faces,1,2
111,0.5092999935150146,faces,1,3
111,0.6110000014305115,faces,2,2
111,3.3823001384735107,words,1,1
111,0.43950000405311584,words,2,2
111,nan,words,2,99
111,1.1899000406265259,words,2,2
111,0.38960000872612,words,1,3
111,0.565500020980835,words,1,2
111,3.9843997955322266,words,2,2
111,0.4747999906539917,words,2,1
111,0.4830999970436096,words,2,3
111,0.4617000222206116,words,2,2
111,nan,words,2,99
111,0.474700003862381,words,1,3
111,1.0039000511169434,words,1,2
111,0.5174000263214111,words,1,1
111,0.5612999796867371,words,1,2
111,0.7788000106811523,words,2,3
111,0.9230999946594238,words,1,2
111,0.7067999839782715,words,1,3
111,1.0920000076293945,words,1,2
111,0.6835999488830566,words,1,2
111,0.6353999972343445,words,2,3
111,0.6439000368118286,words,1,1
111,0.3587000072002411,words,1,2
111,0.4478999972343445,words,2,3
111,0.06610000133514404,words,2,99
111,2.251300096511841,words,1,2
111,3.5336999893188477,words,2,2
111,1.1884000301361084,words,1,2
111,2.232800006866455,words,2,2
111,0.3636000156402588,words,2,3
111,4.053699970245361,words,2,2
111,0.17560000717639923,words,1,99
111,0.18770000338554382,words,2,99
111,3.4289000034332275,words,2,2
111,2.4753000736236572,words,1,3
111,0.7259000539779663,words,2,2
111,0.5428000092506409,words,2,3
111,1.055299997329712,words,2,2
111,2.655600070953369,words,1,3
111,1.1715999841690063,words,1,2
111,1.12690007686615,words,1,3
111,1.3343000411987305,words,2,2
111,2.390399932861328,words,2,3
111,2.276700019836426,words,1,2
111,7.602799892425537,words,1,2
111,0.4027999937534332,words,2,3
111,1.382099986076355,words,1,2
111,1.770900011062622,words,1,3
111,1.38319993019104,faces,1,1
111,0.31299999356269836,faces,2,3
111,0.2906000018119812,faces,2,1
111,0.4481000006198883,faces,2,3
111,0.39810001850128174,faces,1,1
111,0.24810001254081726,faces,2,99
111,0.42410001158714294,faces,2,3
111,nan,faces,2,99
111,0.6675000190734863,faces,1,1
111,3.3688998222351074,faces,1,2
111,0.34439998865127563,faces,2,3
111,0.40039998292922974,faces,1,1
111,0.742400050163269,faces,1,2
111,0.5027000308036804,faces,1,1
111,1.5681999921798706,faces,2,2
111,0.3709999918937683,faces,2,3
111,0.4948999881744385,faces,1,2
111,0.5805000066757202,faces,1,1
111,0.753000020980835,faces,1,2
111,0.5336999893188477,faces,1,1
111,0.6262000203132629,faces,2,3
111,0.46209999918937683,faces,1,1
111,1.308899998664856,faces,1,2
111,0.6184999942779541,faces,1,1
111,0.699400007724762,faces,2,3
111,0.7077000141143799,faces,2,2
111,0.4917999804019928,faces,2,1
111,0.5560999512672424,faces,1,3
111,0.4595000147819519,faces,2,2
111,0.9138000011444092,faces,2,1
111,1.8245999813079834,faces,2,3
111,0.5403000116348267,faces,2,2
111,0.5950999855995178,faces,2,3
111,0.4580000042915344,faces,2,1
111,0.4205000102519989,faces,1,2
111,0.26510000228881836,faces,1,99
111,0.4837999939918518,faces,2,2
111,0.2903999984264374,faces,1,3
111,1.6518000364303589,faces,1,1
111,1.2183001041412354,faces,2,2
111,0.6029000282287598,faces,2,3
111,1.0120999813079834,faces,1,1
111,1.1345000267028809,faces,1,2
111,0.45399999618530273,faces,1,3
111,0.5339999794960022,faces,1,1
111,0.5056999921798706,faces,2,2
111,0.6561999917030334,faces,2,1
111,0.6837999820709229,faces,1,2
102,3.2246999740600586,faces,1,5
102,2.8216001987457275,faces,1,2
102,2.375499963760376,faces,2,3
102,1.8365999460220337,faces,1,3
102,0.9694000482559204,faces,1,3
102,3.125800132751465,faces,2,5
102,1.3178000450134277,faces,1,5
102,1.0688000917434692,faces,1,1
102,1.3944000005722046,faces,1,2
102,1.0468000173568726,faces,2,2
102,1.2603000402450562,faces,1,2
102,1.545300006866455,faces,2,5
102,0.9614999890327454,faces,1,6
102,1.2893000841140747,faces,2,5
102,1.8198000192642212,faces,2,3
102,2.0303001403808594,faces,1,3
102,1.2585999965667725,faces,2,2
102,1.5606999397277832,faces,2,5
102,1.789699912071228,faces,1,2
102,1.7203999757766724,faces,1,5
102,1.7029000520706177,faces,2,6
102,0.9412000179290771,faces,2,1
102,1.5724999904632568,faces,2,3
102,1.7687000036239624,faces,2,5
102,1.8671000003814697,faces,1,2
102,0.8977999687194824,faces,2,1
102,1.111299991607666,faces,2,1
102,1.1841999292373657,faces,2,2
102,1.0406999588012695,faces,1,5
102,1.430299997329712,faces,1,6
102,0.8050999641418457,faces,1,6
102,1.4341000318527222,faces,1,6
102,1.1858000755310059,faces,1,2
102,1.8674999475479126,faces,2,5
102,1.220900058746338,faces,2,2
102,1.5190000534057617,faces,2,1
102,1.1796998977661133,faces,2,1
102,1.1845999956130981,faces,1,2
102,0.9820999503135681,faces,1,1
102,0.975600004196167,faces,1,5
102,1.3884000778198242,faces,1,2
102,1.514699935913086,faces,2,5
102,2.1466000080108643,faces,1,5
102,1.1283999681472778,faces,2,1
102,1.690500020980835,faces,2,1
102,2.421800136566162,faces,1,4
102,1.9106999635696411,faces,2,5
102,2.181999921798706,faces,2,2
102,1.9359999895095825,words,1,6
102,2.0773000717163086,words,2,2
102,0.9279999732971191,words,1,6
102,1.4270999431610107,words,2,5
102,1.7242000102996826,words,2,1
102,1.6801999807357788,words,2,5
102,0.8960999846458435,words,2,1
102,0.9372000098228455,words,1,5
102,1.2760000228881836,words,2,5
102,0.8060999512672424,words,2,1
102,1.1071999073028564,words,1,6
102,1.520400047302246,words,1,6
102,1.4532999992370605,words,2,2
102,0.9199000000953674,words,2,1
102,0.8539999723434448,words,2,1
102,1.0532000064849854,words,1,5
102,1.5903000831604004,words,2,6
102,0.9544000029563904,words,1,6
102,1.7714999914169312,words,1,6
102,0.7979999780654907,words,1,6
102,1.8401999473571777,words,2,5
102,1.4408999681472778,words,2,1
102,1.9966999292373657,words,1,2
102,2.9677000045776367,words,1,6
102,1.1622999906539917,words,1,5
102,1.0520999431610107,words,2,6
102,1.566499948501587,words,1,2
102,1.0016000270843506,words,1,5
102,0.9879999756813049,words,2,6
102,1.065500020980835,words,2,1
102,0.9284999966621399,words,2,1
102,2.4045000076293945,words,1,1
102,3.8718998432159424,words,2,1
102,0.8629000186920166,words,1,6
102,2.189500093460083,words,1,5
102,2.3661999702453613,words,1,5
102,2.4911000728607178,words,2,1
102,1.3241000175476074,words,1,2
102,2.161600112915039,words,2,5
102,1.392199993133545,words,1,5
102,0.6265999674797058,words,2,6
102,1.1460999250411987,words,1,6
102,1.9645999670028687,words,1,6
102,1.2410000562667847,words,2,6
102,0.8855000138282776,words,2,6
102,0.6529000401496887,words,2,6
102,0.5976999998092651,words,1,6
102,0.7084000110626221,words,1,6
102,1.1719000339508057,faces,1,6
102,1.9700000286102295,faces,1,6
102,0.7021999955177307,faces,2,6
102,1.1973999738693237,faces,1,2
102,0.9803000092506409,faces,2,6
102,1.6861999034881592,faces,1,5
102,1.2430000305175781,faces,1,5
102,2.4201998710632324,faces,1,3
102,3.210700035095215,faces,2,2
102,1.132699966430664,faces,1,1
102,0.9156000018119812,faces,2,1
102,1.2035000324249268,faces,1,6
102,1.2664999961853027,faces,2,5
102,3.0286998748779297,faces,2,5
102,1.6490000486373901,faces,2,5
102,0.8264999985694885,faces,1,5
102,0.7914000153541565,faces,1,5
102,0.9014999866485596,faces,2,5
102,1.38319993019104,faces,2,2
102,1.5420000553131104,faces,1,5
102,2.7822999954223633,faces,2,2
102,3.5398998260498047,faces,2,2
102,2.4121999740600586,faces,1,2
102,0.9915000200271606,faces,1,5
102,0.961899995803833,faces,1,5
102,1.0460000038146973,faces,2,5
102,0.8495000004768372,faces,1,5
102,1.1516000032424927,faces,2,5
102,0.9228000044822693,faces,2,6
102,2.2072999477386475,faces,1,2
102,1.743499994277954,faces,2,2
102,1.5555999279022217,faces,2,2
102,3.236100196838379,faces,1,6
102,1.0698000192642212,faces,2,1
102,0.9991999864578247,faces,1,6
102,1.4756999015808105,faces,2,1
102,0.9902999997138977,faces,1,6
102,1.2687000036239624,faces,1,6
102,1.7621999979019165,faces,2,1
102,2.203000068664551,faces,1,1
102,1.2279000282287598,faces,1,5
102,4.06410026550293,faces,1,2
102,2.4193999767303467,faces,2,6
102,1.0713000297546387,faces,2,5
102,2.6321001052856445,faces,2,2
102,1.7869000434875488,faces,2,6
102,1.125499963760376,faces,2,1
102,2.101600170135498,faces,1,5
102,1.8734999895095825,words,2,6
102,0.8777999877929688,words,1,6
102,0.9139000177383423,words,2,1
102,0.9480000138282776,words,2,1
102,1.0009000301361084,words,1,6
102,1.3693000078201294,words,1,2
102,1.8003000020980835,words,2,5
102,0.9854000210762024,words,1,1
102,1.4091999530792236,words,1,6
102,1.1783000230789185,words,1,2
102,1.492400050163269,words,1,4
102,1.113300085067749,words,2,1
102,2.2244999408721924,words,2,3
102,3.1782000064849854,words,1,3
102,2.0283000469207764,words,2,5
102,1.9795000553131104,words,1,5
102,1.0221999883651733,words,2,2
102,1.205399990081787,words,2,1
102,4.193700313568115,words,2,6
102,2.290600061416626,words,1,6
102,0.9954000115394592,words,1,6
102,0.8597000241279602,words,1,2
102,2.0160000324249268,words,2,2
102,2.11680006980896,words,1,5
102,2.1117000579833984,words,1,2
102,1.2865999937057495,words,2,2
102,1.5414000749588013,words,2,2
102,0.6915000081062317,words,1,6
102,1.107100009918213,words,1,6
102,0.7275999784469604,words,2,1
102,1.2473000288009644,words,2,3
102,1.3794000148773193,words,2,4
102,0.90829998254776,words,2,5
102,1.835800051689148,words,1,5
102,1.1003999710083008,words,2,1
102,1.5650999546051025,words,1,5
102,1.5575000047683716,words,1,4
102,0.9549000263214111,words,2,1
102,1.141800045967102,words,2,3
102,0.8877999782562256,words,1,6
102,0.9801999926567078,words,1,5
102,3.1536998748779297,words,2,5
102,2.7627999782562256,words,1,6
102,1.2299000024795532,words,2,1
102,1.3243000507354736,words,1,5
102,0.9205999970436096,words,2,2
102,1.0909000635147095,words,2,1
102,0.8102999925613403,words,1,1
102,3.2581000328063965,faces,1,3
102,1.4606999158859253,faces,2,6
102,0.9355999827384949,faces,1,6
102,1.211300015449524,faces,2,2
102,0.9262999892234802,faces,1,2
102,0.905299961566925,faces,2,2
102,1.142699956893921,faces,2,1
102,1.277899980545044,faces,1,1
102,1.627500057220459,faces,1,1
102,1.788699984550476,faces,1,3
102,1.198199987411499,faces,2,5
102,0.7903000116348267,faces,1,5
102,1.6510000228881836,faces,1,2
102,1.8544000387191772,faces,2,3
102,1.6193000078201294,faces,1,3
102,1.2981998920440674,faces,1,6
102,0.6484000086784363,faces,2,6
102,1.3751999139785767,faces,1,3
102,1.4824000597000122,faces,2,6
102,1.1054999828338623,faces,2,5
102,0.9332000017166138,faces,1,6
102,1.8091999292373657,faces,1,4
102,1.2135000228881836,faces,1,6
102,1.725600004196167,faces,2,1
102,1.1534000635147095,faces,2,6
102,1.832800030708313,faces,1,5
102,3.209699869155884,faces,2,5
102,1.0846999883651733,faces,2,1
102,1.6816999912261963,faces,2,6
102,0.8217999935150146,faces,2,2
102,1.010699987411499,faces,1,1
102,0.9560999870300293,faces,2,1
102,1.1634000539779663,faces,1,5
102,1.1146999597549438,faces,2,5
102,0.998199999332428,faces,2,5
102,0.8454999923706055,faces,2,6
102,1.0214999914169312,faces,1,5
102,1.0047000646591187,faces,1,6
102,1.9243000745773315,faces,2,4
102,1.5433000326156616,faces,2,4
102,0.8465999960899353,faces,1,6
102,0.6983000040054321,faces,1,6
102,0.7309000492095947,faces,1,6
102,1.0475000143051147,faces,2,1
102,1.0192999839782715,faces,2,6
102,2.2056000232696533,faces,2,6
102,0.7694000005722046,faces,1,6
102,0.828499972820282,faces,1,6
102,1.9405999183654785,words,1,6
102,1.4968000650405884,words,1,3
102,0.9365000128746033,words,2,1
102,1.0313000679016113,words,1,6
102,0.6144000291824341,words,1,6
102,0.8762999773025513,words,2,5
102,0.738099992275238,words,1,5
102,1.5785000324249268,words,1,2
102,1.1069999933242798,words,2,5
102,0.7623000144958496,words,2,1
102,1.1325000524520874,words,1,6
102,0.7631999850273132,words,2,6
102,0.8497000336647034,words,1,5
102,1.2254999876022339,words,1,5
102,0.7335000038146973,words,1,6
102,0.9812000393867493,words,2,6
102,1.076300024986267,words,2,2
102,0.9047000408172607,words,1,6
102,1.309000015258789,words,1,3
102,1.2476999759674072,words,1,5
102,0.8909000158309937,words,2,5
102,1.2584000825881958,words,2,6
102,1.7826999425888062,words,2,1
102,0.8892999887466431,words,2,1
102,0.9318000078201294,words,2,5
102,1.1583000421524048,words,2,2
102,1.8571999073028564,words,2,4
102,1.7158000469207764,words,1,5
102,1.0779000520706177,words,1,6
102,1.027500033378601,words,2,6
102,0.65420001745224,words,1,6
102,0.878000020980835,words,1,6
102,0.5435999631881714,words,1,6
102,1.0521999597549438,words,1,6
102,0.7742999792098999,words,1,6
102,0.6014999747276306,words,2,6
102,1.5098000764846802,words,2,3
102,1.370300054550171,words,2,2
102,1.0052000284194946,words,2,6
102,1.1973000764846802,words,2,6
102,0.691100001335144,words,1,6
102,0.8105000257492065,words,2,1
102,1.1069999933242798,words,1,6
102,1.527400016784668,words,1,6
102,2.2632999420166016,words,2,6
102,0.7204000353813171,words,1,6
102,1.7305999994277954,words,2,6
102,1.398800015449524,words,2,1
102,6.774100303649902,faces,2,6
102,1.5530999898910522,faces,1,3
102,0.9434999823570251,faces,1,3
102,1.2488000392913818,faces,1,6
102,1.4348000288009644,faces,2,5
102,1.3456000089645386,faces,2,5
102,0.9305999875068665,faces,1,5
102,1.114400029182434,faces,2,3
102,1.8020999431610107,faces,2,6
102,1.5473999977111816,faces,1,5
102,0.9585999846458435,faces,2,5
102,0.7432999610900879,faces,1,5
102,1.1844000816345215,faces,1,5
102,1.1838001012802124,faces,2,1
102,1.753600001335144,faces,2,6
102,1.4093000888824463,faces,1,1
102,0.8525999784469604,faces,1,2
102,1.242300033569336,faces,1,6
102,1.1649999618530273,faces,1,6
102,0.7581999897956848,faces,2,6
102,1.2206999063491821,faces,1,6
102,1.585900068283081,faces,2,4
102,1.4210000038146973,faces,2,3
102,1.121500015258789,faces,2,5
102,1.507599949836731,faces,2,2
102,0.9839000105857849,faces,1,2
102,0.7146999835968018,faces,2,2
102,0.6636999845504761,faces,1,2
102,1.0745999813079834,faces,1,6
102,1.0809000730514526,faces,2,6
102,0.906499981880188,faces,2,6
102,1.4883999824523926,faces,1,6
102,3.0067999362945557,faces,2,3
102,1.1579999923706055,faces,1,3
102,2.037899971008301,faces,1,4
102,2.417600154876709,faces,2,3
102,1.5529000759124756,faces,2,6
102,0.8325999975204468,faces,2,2
102,1.492400050163269,faces,2,6
102,1.781000018119812,faces,1,6
102,2.1476998329162598,faces,1,4
102,1.0192999839782715,faces,1,1
102,3.177999973297119,faces,2,2
102,2.335899829864502,faces,1,6
102,1.1449000835418701,faces,1,5
102,1.9879000186920166,faces,2,1
102,2.002500057220459,faces,2,5
102,1.3111000061035156,faces,1,5
102,1.5316998958587646,words,1,6
102,0.8279000520706177,words,1,1
102,1.4061000347137451,words,2,2
102,1.0219999551773071,words,2,2
102,1.4733999967575073,words,2,1
102,0.748199999332428,words,1,6
102,1.2308000326156616,words,2,3
102,1.024999976158142,words,2,6
102,1.2194000482559204,words,1,6
102,0.8687000274658203,words,1,6
102,0.8044999837875366,words,1,6
102,1.11899995803833,words,2,1
102,1.4223999977111816,words,1,5
102,0.9016000032424927,words,1,5
102,1.019700050354004,words,1,1
102,0.8323000073432922,words,2,1
102,1.6449999809265137,words,2,3
102,1.2316999435424805,words,1,6
102,0.8267000317573547,words,1,6
102,0.8104000091552734,words,2,6
102,0.6557999849319458,words,1,6
102,1.888100028038025,words,2,2
102,1.308500051498413,words,2,2
102,0.9359999895095825,words,2,1
102,0.982200026512146,words,1,5
102,0.7534000277519226,words,1,6
102,0.5947999954223633,words,1,6
102,0.7890999913215637,words,1,6
102,1.422300100326538,words,2,6
102,1.4880999326705933,words,1,2
102,0.9502999782562256,words,2,1
102,2.1356000900268555,words,1,3
102,0.7699999809265137,words,2,6
102,1.367799997329712,words,1,6
102,1.1116999387741089,words,1,1
102,0.9402000308036804,words,2,1
102,2.2541000843048096,words,2,4
102,1.0654000043869019,words,1,6
102,1.0539000034332275,words,2,3
102,1.0719000101089478,words,2,6
102,0.6955000162124634,words,1,6
102,0.6651999950408936,words,2,6
102,1.107800006866455,words,1,6
102,0.8827999830245972,words,2,5
102,0.9501000046730042,words,2,1
102,1.2691999673843384,words,2,1
102,1.8033000230789185,words,2,3
102,1.166599988937378,words,1,1
102,1.5564000606536865,faces,2,6
102,0.4300000071525574,faces,2,1
102,0.49320000410079956,faces,1,6
102,0.9509999752044678,faces,2,1
102,0.23110000789165497,faces,1,99
102,2.692699909210205,faces,2,1
102,1.3865000009536743,faces,1,6
102,1.8023000955581665,faces,1,6
102,0.9577999711036682,faces,2,6
102,0.5503000020980835,faces,1,1
102,0.9695999622344971,faces,1,6
102,1.2905999422073364,faces,1,6
102,2.145699977874756,faces,1,6
102,1.5628000497817993,faces,2,1
102,1.1879000663757324,faces,1,6
102,2.162100076675415,faces,1,6
102,1.0606999397277832,faces,1,1
102,0.9265000224113464,faces,2,1
102,0.954200029373169,faces,2,1
102,1.98580002784729,faces,1,6
102,0.8284000158309937,faces,2,6
102,0.7552000284194946,faces,1,1
102,1.4391000270843506,faces,2,6
102,1.7430000305175781,faces,2,6
102,1.3890000581741333,faces,1,1
102,1.333299994468689,faces,2,5
102,1.7064000368118286,faces,2,5
102,0.676800012588501,faces,1,3
102,1.6700999736785889,faces,2,1
102,1.7268999814987183,faces,1,5
102,0.8719000220298767,faces,2,2
102,2.2955000400543213,faces,1,3
102,2.2626001834869385,faces,2,4
102,0.9458000063896179,faces,1,3
102,2.504300117492676,faces,2,2
102,2.292600154876709,faces,1,3
102,1.7240999937057495,faces,2,4
102,1.707300066947937,faces,2,4
102,1.613300085067749,faces,2,3
102,1.6746999025344849,faces,1,3
102,2.438800096511841,faces,2,6
102,1.277400016784668,faces,1,1
102,0.7771999835968018,faces,1,2
102,1.9243000745773315,faces,2,2
102,1.313599944114685,faces,1,5
102,1.3244000673294067,faces,2,1
102,1.4115999937057495,faces,1,4
102,1.4469000101089478,faces,2,3
102,1.8618000745773315,words,1,6
102,1.0651999711990356,words,2,3
102,1.3934000730514526,words,2,6
102,1.5464000701904297,words,2,5
102,1.0641999244689941,words,1,5
102,1.5585999488830566,words,2,3
102,1.1901999711990356,words,1,3
102,0.9560999870300293,words,1,6
102,1.1531999111175537,words,2,3
102,1.5128999948501587,words,1,5
102,1.3273999691009521,words,2,6
102,1.0860999822616577,words,2,6
102,1.593500018119812,words,1,5
102,0.8363000154495239,words,2,2
102,1.0824999809265137,words,1,1
102,0.9505000114440918,words,2,6
102,0.7645999789237976,words,1,4
102,0.8937000036239624,words,2,4
102,0.945099949836731,words,2,3
102,0.9947999715805054,words,1,3
102,0.7314000129699707,words,2,6
102,1.063099980354309,words,1,5
102,0.6342000365257263,words,2,2
102,0.9459999799728394,words,2,1
102,1.1299999952316284,words,1,1
102,0.888700008392334,words,2,6
102,0.914400041103363,words,2,1
102,0.9715999960899353,words,1,5
102,1.0022000074386597,words,2,1
102,0.9239000082015991,words,1,5
102,0.8600000143051147,words,2,6
102,1.1141999959945679,words,1,4
102,0.9275999665260315,words,1,3
102,1.9785000085830688,words,1,4
102,0.8870000243186951,words,1,6
102,0.9700000286102295,words,1,5
102,0.9905999898910522,words,1,5
102,0.9879000186920166,words,2,6
102,1.3108000755310059,words,1,6
102,1.6679999828338623,words,2,3
102,0.8124000430107117,words,2,3
102,0.7910000085830688,words,1,6
102,0.8827999830245972,words,1,5
102,2.354099988937378,words,2,2
102,1.113300085067749,words,2,1
102,1.1000999212265015,words,1,1
102,0.9559999704360962,words,1,6
102,0.9890999794006348,words,2,1
102,1.2336000204086304,words,2,6
102,1.7913000583648682,words,1,6
102,0.7130999565124512,words,2,1
102,2.7964999675750732,words,1,1
102,1.1664000749588013,words,2,6
102,1.0257999897003174,words,1,5
102,0.8789000511169434,words,1,6
102,0.6022000312805176,words,1,6
102,1.3324000835418701,words,2,3
102,0.987500011920929,words,2,6
102,1.534500002861023,words,1,6
102,1.0496999025344849,words,1,6
102,1.3450000286102295,words,1,6
102,0.9241999983787537,words,2,3
102,1.0511999130249023,words,1,6
102,1.1438000202178955,words,2,1
102,1.4428000450134277,words,2,1
102,0.9251999855041504,words,2,6
102,1.2874000072479248,words,2,3
102,0.8750999569892883,words,1,6
102,1.4270000457763672,words,1,6
102,2.8894999027252197,words,2,1
102,1.003600001335144,words,2,5
102,0.767799973487854,words,1,5
102,0.6302000284194946,words,2,6
102,0.6747999787330627,words,1,6
102,1.1433000564575195,words,2,1
102,1.0800999402999878,words,2,6
102,0.9812000393867493,words,1,1
102,0.8735999464988708,words,1,5
102,1.507699966430664,words,2,5
102,1.898900032043457,words,1,2
102,2.8901000022888184,words,1,5
102,0.7339000105857849,words,1,5
102,1.0714000463485718,words,2,1
102,1.9014999866485596,words,1,6
102,1.1413999795913696,words,1,5
102,1.5428999662399292,words,1,4
102,1.093500018119812,words,1,3
102,0.726099967956543,words,2,3
102,0.9537000060081482,words,2,1
102,1.0575000047683716,words,2,1
102,1.1325000524520874,words,2,6
102,1.544800043106079,words,2,4
102,0.9210000038146973,words,1,4
102,1.149999976158142,words,2,6
102,0.6440999507904053,words,1,6
102,1.3214000463485718,words,2,2
102,3.7331998348236084,faces,2,6
102,1.2342000007629395,faces,1,6
102,1.0368000268936157,faces,2,5
102,1.0983999967575073,faces,1,6
102,0.7348999977111816,faces,2,6
102,1.0032000541687012,faces,1,6
102,1.1013000011444092,faces,1,2
102,1.4319000244140625,faces,1,2
102,1.5180000066757202,faces,2,5
102,0.949999988079071,faces,2,5
102,1.1026999950408936,faces,1,2
102,1.420699954032898,faces,2,5
102,0.810200035572052,faces,1,5
102,0.933899998664856,faces,1,5
102,1.0039000511169434,faces,1,5
102,1.4378000497817993,faces,1,5
102,0.7755999565124512,faces,1,5
102,0.9629000425338745,faces,2,2
102,0.9769999980926514,faces,2,1
102,0.7319999933242798,faces,1,5
102,0.9077999591827393,faces,1,1
102,0.6547999978065491,faces,2,5
102,0.9592999815940857,faces,1,5
102,0.7304999828338623,faces,2,5
102,1.2312999963760376,faces,2,3
102,1.0918999910354614,faces,2,5
102,0.9355999827384949,faces,2,4
102,0.9735000133514404,faces,2,5
102,0.9710000157356262,faces,1,5
102,1.776900053024292,faces,2,2
102,1.0805000066757202,faces,2,6
102,1.076300024986267,faces,1,6
102,0.7294999957084656,faces,2,2
102,0.7369999885559082,faces,1,5
102,0.8559000492095947,faces,2,5
102,0.517300009727478,faces,1,5
102,1.1468000411987305,faces,1,5
102,1.1796998977661133,faces,1,2
102,1.2443000078201294,faces,2,1
102,0.9394999742507935,faces,1,6
102,0.6477000117301941,faces,1,5
102,1.0170999765396118,faces,2,5
102,0.9641000032424927,faces,1,5
102,0.6819999814033508,faces,1,5
102,1.0231000185012817,faces,2,5
102,1.0354000329971313,faces,2,5
102,1.0204999446868896,faces,2,2
102,1.3331999778747559,faces,2,1
102,4.587200164794922,faces,2,1
102,1.3884000778198242,faces,2,2
102,1.0835999250411987,faces,1,6
102,0.9425999522209167,faces,2,6
102,1.355699896812439,faces,2,1
102,1.0338000059127808,faces,1,5
102,0.8345000147819519,faces,2,6
102,0.7052000164985657,faces,1,6
102,0.6855000257492065,faces,2,6
102,1.217400074005127,faces,1,3
102,0.6844000220298767,faces,2,6
102,1.287500023841858,faces,1,6
102,0.859499990940094,faces,1,5
102,0.6464000344276428,faces,2,6
102,0.7192999720573425,faces,2,6
102,0.9080999493598938,faces,1,6
102,0.7224000096321106,faces,2,6
102,1.1186000108718872,faces,1,2
102,1.0726999044418335,faces,1,6
102,0.6460000276565552,faces,1,6
102,0.5020999908447266,faces,1,6
102,0.9570000171661377,faces,1,2
102,0.39399999380111694,faces,1,6
102,0.6832000017166138,faces,2,6
102,1.6253000497817993,faces,2,5
102,0.9495000243186951,faces,1,5
102,1.5308001041412354,faces,2,3
102,0.8880999684333801,faces,2,6
102,1.2148000001907349,faces,2,6
102,1.0706000328063965,faces,2,4
102,1.6604000329971313,faces,2,3
102,1.3121999502182007,faces,1,3
102,1.0779000520706177,faces,1,2
102,0.7109000086784363,faces,1,6
102,1.6376999616622925,faces,2,2
102,1.0504000186920166,faces,2,5
102,1.4639999866485596,faces,2,5
102,1.923799991607666,faces,1,6
102,0.7105000019073486,faces,2,6
102,1.5234999656677246,faces,1,2
102,0.6816999912261963,faces,2,6
102,0.8299999833106995,faces,1,6
102,1.0846999883651733,faces,1,2
102,1.6720999479293823,faces,1,6
102,1.044600009918213,faces,1,2
102,0.623199999332428,faces,2,6
102,1.3294999599456787,faces,2,3
102,0.6409000158309937,faces,1,4
102,1.8811999559402466,words,2,6
102,0.6347000002861023,words,1,6
102,1.1246999502182007,words,1,3
102,0.9977999925613403,words,2,2
102,0.7782999873161316,words,2,1
102,0.9782000184059143,words,1,6
102,0.607200026512146,words,1,5
102,0.5705000162124634,words,1,6
102,1.0535000562667847,words,2,3
102,0.9625999927520752,words,2,1
