1	-1	1	9	9999	9	1	1.174	1
1	-1	1	9	9999	9	0	1.135	1
1	-1	1	9	9999	9	1	0.606	1
1	-1	1	9	9999	9	1	0.67	1
1	-1	1	9	9999	9	0	0.714	1
1	-1	1	9	9999	9	1	0.646	1
1	-1	1	9	9999	9	0	1.262	1
1	-1	1	9	9999	9	0	1.542	1
1	-1	1	9	9999	9	1	0.85	1
1	-1	1	9	9999	9	1	0.602	1
1	-1	1	9	9999	9	0	0.793	1
1	-1	1	9	9999	9	1	0.724	1
1	-1	1	9	9999	9	1	0.701	1
1	-1	1	9	9999	9	0	0.636	1
1	-1	1	9	9999	9	1	0.577	1
1	-1	1	9	9999	9	0	0.792	1
1	-1	1	9	9999	9	0	0.719	1
1	-1	1	9	9999	9	1	2.203	1
1	-1	1	9	9999	9	1	1.094	1
1	-1	1	9	9999	9	0	0.891	1
1	-1	1	9	9999	9	0	0.759	1
1	-1	1	9	9999	9	1	0.939	1
1	-1	1	9	9999	9	1	0.634	1
1	-1	1	9	9999	9	0	1.037	1
1	-1	1	9	9999	9	0	0.827	1
1	-1	1	9	9999	9	0	0.67	1
1	-1	1	9	9999	9	1	0.734	1
1	-1	1	9	9999	9	0	0.723	1
1	-1	1	9	9999	9	0	0.651	1
1	-1	1	9	9999	9	0	1.277	1
1	0	0	2	1748	1	1	0.714	0
1	0	0	2	2314	2	1	0.612	0
1	0	0	2	2501	2	1	0.523	0
1	0	0	2	2492	2	1	0.445	0
1	0	0	2	1081	1	1	0.455	0
1	0	0	2	3476	3	1	0.64	0
1	0	0	2	3136	3	1	0.671	0
1	0	0	2	1080	1	1	0.477	0
1	0	0	2	3172	3	1	0.484	0
1	0	0	2	1451	1	1	0.464	0
1	0	0	2	6220	6	0	0.656	0
1	0	0	2	3434	3	1	0.685	0
1	0	0	2	2229	2	1	0.563	0
1	0	0	2	1656	1	1	0.484	0
1	0	0	2	3343	3	1	0.445	0
1	0	0	2	1630	1	1	0.514	0
1	0	0	2	4208	4	0	0.705	0
1	0	0	2	3591	3	1	0.518	0
1	0	0	2	3684	3	1	0.67	0
1	0	0	2	5588	5	0	0.793	0
1	0	0	2	6094	6	0	0.592	0
1	0	0	2	3638	3	1	0.656	0
1	0	0	2	3139	3	1	0.67	0
1	0	0	2	5290	5	0	0.616	0
1	0	0	2	1025	1	1	0.48	0
1	0	0	2	3562	3	1	0.523	0
1	0	0	2	5439	5	0	0.646	0
1	0	0	2	4129	4	0	0.788	0
1	0	0	2	2449	2	1	0.685	0
1	0	0	2	3096	3	1	0.66	0
1	0	0	2	3165	3	1	0.553	0
1	0	0	2	1216	1	1	0.611	0
1	0	0	2	6158	6	0	0.675	0
1	0	0	2	1077	1	1	0.548	0
1	0	0	2	2539	2	1	0.758	0
1	0	0	2	3066	3	1	0.807	0
1	0	0	2	1106	1	1	0.661	0
1	0	0	2	3456	3	1	0.71	0
1	0	0	2	2676	2	1	0.621	0
1	0	0	2	1787	1	1	0.474	0
1	0	0	2	2677	2	1	0.653	0
1	0	0	2	4136	4	0	0.802	0
1	0	0	2	5641	5	0	0.592	0
1	0	0	2	1280	1	1	0.93	0
1	0	0	2	2155	2	1	0.67	0
1	0	0	2	2774	2	1	0.543	0
1	0	0	2	4031	4	0	0.734	0
1	0	0	2	2334	2	1	0.548	0
1	0	0	2	1551	1	1	0.533	0
1	0	0	2	2446	2	1	0.631	0
1	0	0	2	6553	6	0	0.822	0
1	0	0	2	1762	1	1	0.479	0
1	0	0	2	2697	2	1	0.484	0
1	0	0	2	2571	2	1	0.474	0
1	0	0	2	3659	3	1	0.631	0
1	0	0	2	2570	2	1	0.738	0
1	0	0	2	6207	6	0	0.626	0
1	0	0	2	3624	3	1	0.675	0
1	0	0	2	1443	1	1	0.621	0
1	0	0	2	3628	3	1	0.573	0
1	0	0	2	1462	1	1	0.748	0
1	0	0	2	6370	6	0	0.636	0
1	0	0	2	3238	3	1	0.616	0
1	0	0	2	5318	5	0	0.587	0
1	0	0	2	2580	2	1	0.558	0
1	0	0	2	5337	5	0	0.743	0
1	0	0	2	1342	1	1	0.94	0
1	0	0	2	6713	6	0	0.705	0
1	0	0	2	5639	5	0	0.905	0
1	0	0	2	2534	2	1	0.548	0
1	0	0	2	4264	4	0	0.616	0
1	0	0	2	2247	2	1	0.518	0
1	0	0	2	2666	2	1	0.523	0
1	0	0	2	4222	4	0	0.548	0
1	0	0	2	3459	3	1	0.92	0
1	0	0	2	5133	5	1	0.562	0
1	0	0	2	1800	1	1	0.82	0
1	0	0	2	2282	2	1	0.611	0
1	0	0	2	4036	4	0	0.881	0
1	0	0	2	3361	3	1	0.548	0
1	0	0	2	1037	1	1	0.563	0
1	0	0	2	3223	3	1	0.533	0
1	0	0	2	2490	2	1	0.484	0
1	0	0	2	2737	2	1	0.572	0
1	0	0	2	1345	1	1	0.563	0
1	0	0	2	1520	1	1	0.533	0
1	0	0	2	3033	3	1	0.504	0
1	0	0	2	3368	3	1	0.504	0
1	0	0	2	1426	1	1	0.445	0
1	0	0	2	4796	4	0	0.558	0
1	0	0	2	2198	2	1	0.41	0
1	0	0	2	1066	1	1	0.426	0
1	0	0	2	6680	6	0	0.499	0
1	0	0	2	2118	2	1	0.392	0
1	0	0	2	3448	3	1	0.435	0
1	0	0	2	1806	1	1	0.376	0
1	1	0	1	2514	2	1	0.861	0
1	1	0	1	1327	1	1	0.563	0
1	1	0	1	5195	5	0	0.666	0
1	1	0	1	5604	5	0	1.561	0
1	1	0	1	4505	4	0	0.503	0
1	1	0	1	6185	6	0	0.445	0
1	1	0	1	5175	5	0	0.445	0
1	1	0	1	6013	6	0	0.426	0
1	1	0	1	6025	6	0	0.475	0
1	1	0	1	6170	6	0	0.406	0
1	1	0	1	2263	2	1	0.568	0
1	1	0	1	5307	5	0	0.442	0
1	1	0	1	5426	5	0	0.366	0
1	1	0	1	4769	4	0	0.416	0
1	1	0	1	6167	6	0	0.425	0
1	1	0	1	3101	3	1	0.529	0
1	1	0	1	4586	4	0	0.666	0
1	1	0	1	5553	5	0	0.582	0
1	1	0	1	5602	5	0	0.454	0
1	1	0	1	4022	4	0	0.671	0
1	1	0	1	5753	5	0	0.504	0
1	1	0	1	6021	6	0	0.572	0
1	1	0	1	2480	2	0	0.485	0
1	1	0	1	6217	6	0	0.584	0
1	1	0	1	4598	4	0	0.543	0
1	1	0	1	3609	3	1	0.763	0
1	1	0	1	4795	4	0	0.548	0
1	1	0	1	2819	2	1	0.606	0
1	1	0	1	6363	6	0	0.47	0
1	1	0	1	5512	5	0	0.826	0
1	1	0	1	5011	5	0	0.749	0
1	1	0	1	6602	6	0	0.65	0
1	1	0	1	6319	6	0	0.533	0
1	1	0	1	3089	3	1	0.646	0
1	1	0	1	5654	5	0	0.499	0
1	1	0	1	4175	4	0	0.631	0
1	1	0	1	5413	5	0	0.573	0
1	1	0	1	4153	4	0	0.484	0
1	1	0	1	6541	6	0	0.748	0
1	1	0	1	5848	5	0	0.797	0
1	1	0	1	2128	2	1	0.704	0
1	1	0	1	6672	6	0	0.45	0
1	1	0	1	4100	4	0	0.582	0
1	1	0	1	5648	5	0	1.257	0
1	1	0	1	2843	2	1	0.744	0
1	1	0	1	4674	4	0	0.459	0
1	1	0	1	3215	3	0	0.602	0
1	1	0	1	6168	6	0	1.113	0
1	1	0	1	5684	5	0	0.494	0
1	1	0	1	6594	6	0	0.504	0
1	1	0	1	6341	6	0	0.425	0
1	1	0	1	5452	5	0	0.523	0
1	1	0	1	2224	2	0	0.475	0
1	1	0	1	6523	6	0	0.428	0
1	1	0	1	4471	4	0	0.464	0
1	1	0	1	4204	4	0	0.71	0
1	1	0	1	3534	3	0	1.16	0
1	1	0	1	1236	1	1	0.698	0
1	1	0	1	4410	4	0	0.529	0
1	1	0	1	1474	1	1	0.548	0
1	1	0	1	6683	6	0	0.411	0
1	1	0	1	2771	2	1	0.558	0
1	1	0	1	5400	5	0	0.401	0
1	1	0	1	3484	3	1	0.499	0
1	1	0	1	5522	5	0	0.411	0
1	1	0	1	1343	1	1	0.44	0
1	1	0	1	1386	1	1	0.621	0
1	1	0	1	6700	6	0	1.253	0
1	1	0	1	4045	4	0	0.602	0
1	1	0	1	4101	4	0	0.504	0
1	1	0	1	5257	5	0	0.504	0
1	1	0	1	6111	6	0	0.455	0
1	1	0	1	1420	1	1	0.499	0
1	1	0	1	4088	4	0	0.401	0
1	1	0	1	3511	3	1	0.538	0
1	1	0	1	6339	6	0	0.724	0
1	1	0	1	4374	4	0	0.474	0
1	1	0	1	4781	4	0	0.396	0
1	1	0	1	6099	6	0	0.484	0
1	1	0	1	3316	3	1	0.528	0
1	1	0	1	6087	6	0	0.44	0
1	1	0	1	5782	5	0	0.837	0
1	1	0	1	4458	4	0	0.601	0
1	1	0	1	4234	4	0	0.612	0
1	1	0	1	6426	6	0	0.787	0
1	1	0	1	1382	1	1	0.499	0
1	1	0	1	5828	5	0	0.43	0
1	1	0	1	6154	6	0	0.563	0
1	1	0	1	1550	1	1	0.499	0
1	1	0	1	4571	4	0	0.372	0
1	1	0	1	5526	5	0	0.474	0
1	1	0	1	4152	4	0	0.475	0
1	1	0	1	4549	4	0	0.425	0
1	1	0	1	5594	5	0	0.435	0
1	1	0	1	5292	5	0	0.651	0
1	1	0	1	4713	4	0	0.425	0
1	2	0	2	3284	3	1	0.861	0
1	2	0	2	5712	5	0	0.548	0
1	2	0	2	3232	3	1	0.607	0
1	2	0	2	2055	2	1	0.543	0
1	2	0	2	4433	4	1	0.495	0
1	2	0	2	3740	3	0	0.834	0
1	2	0	2	3299	3	1	1.216	0
1	2	0	2	5154	5	0	0.753	0
1	2	0	2	2134	2	1	0.753	0
1	2	0	2	2404	2	1	0.573	0
1	2	0	2	6611	6	0	0.94	0
1	2	0	2	1158	1	1	0.587	0
1	2	0	2	3614	3	1	1.296	0
1	2	0	2	4267	4	0	0.558	0
1	2	0	2	1140	1	1	0.558	0
1	2	0	2	2568	2	1	1.62	0
1	2	0	2	2540	2	1	0.523	0
1	2	0	2	3131	3	1	0.514	0
1	2	0	2	3524	3	1	0.954	0
1	2	0	2	5776	5	0	0.831	0
1	2	0	2	1007	1	1	0.499	0
1	2	0	2	5673	5	0	0.568	0
1	2	0	2	3184	3	1	0.724	0
1	2	0	2	1476	1	0	0.45	0
1	2	0	2	3044	3	1	0.717	0
1	2	0	2	6727	6	0	1.478	0
1	2	0	2	4799	4	0	0.601	0
1	2	0	2	2445	2	1	0.636	0
1	2	0	2	2495	2	1	0.797	0
1	2	0	2	1521	1	1	0.455	0
1	2	0	2	5575	5	0	0.577	0
1	2	0	2	3532	3	1	0.734	0
1	2	0	2	1798	1	1	0.396	0
1	2	0	2	2369	2	1	0.435	0
1	2	0	2	4193	4	1	0.357	0
1	2	0	2	1296	1	1	0.399	0
1	2	0	2	2421	2	1	0.641	0
1	2	0	2	6468	6	0	0.528	0
1	2	0	2	6516	6	0	0.798	0
1	2	0	2	1726	1	1	0.665	0
1	2	0	2	1482	1	1	0.69	0
1	2	0	2	1005	1	1	0.377	0
1	2	0	2	4427	4	0	0.538	0
1	2	0	2	3538	3	1	0.391	0
1	2	0	2	4318	4	0	0.558	0
1	2	0	2	2093	2	1	0.568	0
1	2	0	2	1143	1	0	0.381	0
1	2	0	2	2218	2	1	0.6	0
1	2	0	2	3598	3	1	0.689	0
1	2	0	2	1756	1	1	0.436	0
1	2	0	2	2749	2	1	0.514	0
1	2	0	2	1353	1	1	0.807	0
1	2	0	2	3613	3	1	1.179	0
1	2	0	2	2527	2	1	0.484	0
